tconst,budget,box_office
tt1723121,37000000.0,269994119.0
tt0327056,25000000.0,156595191.0
tt1677720,175000000.0,607874422.0
tt1596363,28000000.0,133440870.0
tt2980516,15000000.0,123726688.0
tt0099088,40000000.0,245077583.0
tt1515091,125000000.0,543848418.0
tt0101414,25000000.0,424967620.0
tt0974015,300000000.0,661326987.0
tt9419884,200000000.0,955775804.0
tt0319262,125000000.0,552639571.0
tt3397884,30000000.0,84997446.0
tt0407304,132000000.0,603873504.0
tt0887912,15000000.0,49259766.0
tt0217505,100000000.0,193772504.0
tt0139654,45000000.0,104876233.0
tt1535108,115000000.0,286140700.0
tt1950186,97600000.0,225508210.0
tt0830515,200000000.0,589593688.0
tt0325710,140000000.0,454627263.0
tt0117060,80000000.0,457696391.0
tt1499658,35000000.0,209838559.0
tt0317219,120000000.0,461996328.0
tt2103281,170000000.0,710644566.0
tt0405422,26000000.0,177378645.0
tt0387564,1200000.0,103911669.0
tt2379713,245000000.0,880707597.0
tt0458352,35000000.0,326714019.0
tt0084787,15000000.0,19872469.0
tt0033467,839727.0,1702325.0
tt0103639,28000000.0,504050219.0
tt0446029,60000000.0,51691156.0
tt1210166,50000000.0,110206216.0
tt0780536,15000000.0,38938097.0
tt3385516,178000000.0,543934105.0
tt0120616,80000000.0,416064056.0
tt0319061,70000000.0,123235422.0
tt0382625,125000000.0,760006945.0
tt1772341,165000000.0,471222889.0
tt0070047,11000000.0,441306145.0
tt0093773,15000000.0,98268458.0
tt0765429,100000000.0,269755430.0
tt0093779,16000000.0,30957943.0
tt0120591,140000000.0,553712773.0
tt1259521,30000000.0,70038838.0
tt3170832,13000000.0,35402766.0
tt1605783,17000000.0,151672318.0
tt0375679,6500000.0,98410061.0
tt5095030,162000000.0,622674139.0
tt0087332,30000000.0,296578797.0
tt0942385,92000000.0,195703351.0
tt5580390,19400000.0,195243464.0
tt1355644,110000000.0,303144152.0
tt0360717,207000000.0,556906378.0
tt1637688,40000000.0,173930596.0
tt0289043,8000000.0,84661434.0
tt2382320,250000000.0,774153007.0
tt0119567,73000000.0,618638999.0
tt1217209,185000000.0,538983207.0
tt0443453,18000000.0,262552893.0
tt0092005,8000000.0,52290509.0
tt0217869,75000000.0,248118121.0
tt1014759,200000000.0,1025468216.0
tt2584384,14000000.0,93662741.0
tt2283362,90000000.0,995340026.0
tt0831387,160000000.0,524978362.0
tt11564570,40000000.0,13280000.0
tt0091763,6000000.0,138545632.0
tt12361974,300000000.0,
tt0083866,10500000.0,792910554.0
tt0351283,75000000.0,542063846.0
tt0088847,1000000.0,51525171.0
tt0105695,14400000.0,159167799.0
tt1245492,32000000.0,126041322.0
tt9376612,200000000.0,432243292.0
tt0377092,17000000.0,130160481.0
tt1187043,550000000.0,60262836.0
tt0163651,11000000.0,235483004.0
tt0315327,81000000.0,484592874.0
tt0369339,65000000.0,220239925.0
tt1399103,195000000.0,1123794079.0
tt1302006,159000000.0,968853.0
tt0119174,50000000.0,109423648.0
tt0032138,2777000.0,25637669.0
tt1055369,200000000.0,836303693.0
tt0363771,180000000.0,745013115.0
tt0086879,18000000.0,52068956.0
tt0052357,2479000.0,7804803.0
tt3480822,200000000.0,379751655.0
tt6146586,75000000.0,328349908.0
tt12593682,85900000.0,239268602.0
tt6264654,120000000.0,331526598.0
tt0099674,54000000.0,136861392.0
tt0265086,92000000.0,172989651.0
tt0079470,4000000.0,20781763.0
tt0337978,110000000.0,388156011.0
tt1060277,25000000.0,172394180.0
tt0110475,23000000.0,351583407.0
tt0455944,55000000.0,192330738.0
tt0232500,38000000.0,207517995.0
tt1517451,36000000.0,436433122.0
tt0181852,200000000.0,433371112.0
tt1282140,8000000.0,75032374.0
tt1905041,160000000.0,788683342.0
tt0840361,37000000.0,154026136.0
tt0361862,5000000.0,8203235.0
tt2820852,190000000.0,1515342457.0
tt0349903,110000000.0,362744280.0
tt0109686,17000000.0,247290327.0
tt2381249,150000000.0,682716636.0
tt0405094,2000000.0,77357476.0
tt0493464,75000000.0,342463063.0
tt6334354,185000000.0,168717425.0
tt0112864,90000000.0,366101666.0
tt1596343,125000000.0,626140012.0
tt2294449,50000000.0,331333876.0
tt0096895,35000000.0,411569241.0
tt0120912,140000000.0,445135288.0
tt0104431,28000000.0,358994850.0
tt0118971,57000000.0,152944660.0
tt8772262,9000000.0,48059189.0
tt1542344,18000000.0,60738797.0
tt2582846,12000000.0,307168169.0
tt0119094,80000000.0,245676146.0
tt1587310,180000000.0,759853685.0
tt10648342,250000000.0,760928081.0
tt1190080,200000000.0,791217826.0
tt0454848,45000000.0,186003591.0
tt8367814,22000000.0,115175729.0
tt1632708,35000000.0,149542245.0
tt0230600,17000000.0,210002906.0
tt0111257,30000000.0,350448145.0
tt0317919,150000000.0,398479497.0
tt9764362,35000000.0,79628200.0
tt0443543,16500000.0,87892388.0
tt1453405,200000000.0,743559645.0
tt0328107,70000000.0,130834852.0
tt0964517,25000000.0,129190869.0
tt1706620,39200000.0,86758912.0
tt0317740,60000000.0,176070171.0
tt1490017,60000000.0,470759687.0
tt0117571,14000000.0,173046663.0
tt0408236,50000000.0,153383627.0
tt1409024,225000000.0,654213485.0
tt0091042,6000000.0,70737168.0
tt2737304,,
tt0286106,72000000.0,408247917.0
tt9032400,200000000.0,402064899.0
tt2194499,12000000.0,87100748.0
tt0448115,100000000.0,367799011.0
tt0478311,30000000.0,219922417.0
tt0147800,30000000.0,53685286.0
tt0338751,110000000.0,213719942.0
tt0162661,100000000.0,206071502.0
tt0166924,15000000.0,20289986.0
tt1068680,70000000.0,223241637.0
tt0099423,70000000.0,240031274.0
tt0388795,14000000.0,178064141.0
tt0343660,75000000.0,198520934.0
tt0081398,18000000.0,23406933.0
tt3778644,275000000.0,392924807.0
tt2948372,,121977511.0
tt6791350,250000000.0,845555777.0
tt0357413,26000000.0,90710375.0
tt4912910,178000000.0,791658205.0
tt0120755,125000000.0,546388108.0
tt0087843,30000000.0,5475086.0
tt0438488,200000000.0,371353001.0
tt3521164,150000000.0,687229282.0
tt0477347,110000000.0,574482479.0
tt1182345,5000000.0,9760107.0
tt7784604,10000000.0,82729816.0
tt0113497,65000000.0,262821940.0
tt1907668,31000000.0,161772375.0
tt0396269,40000000.0,288485135.0
tt0363163,13500000.0,92181574.0
tt0107688,18000000.0,101692744.0
tt0298130,48000000.0,249348933.0
tt0120663,65000000.0,162260377.0
tt0119396,12000000.0,39693743.0
tt1371111,102000000.0,130516424.0
tt0360486,100000000.0,230884728.0
tt1951266,160000000.0,661456867.0
tt3799694,50000000.0,71261763.0
tt0395169,17500000.0,33882243.0
tt1650062,50000000.0,260095986.0
tt0496806,85000000.0,311312624.0
tt1065073,4000000.0,48137666.0
tt1748122,16000000.0,68265576.0
tt0047478,125000000.0,346258.0
tt0790724,60000000.0,218340595.0
tt1320253,80000000.0,274470394.0
tt2106476,20000000.0,15886373.0
tt4649466,104000000.0,410902662.0
tt0077416,15000000.0,49080126.0
tt0100405,14000000.0,463406268.0
tt0878804,29000000.0,309231694.0
tt2798920,40000000.0,43070915.0
tt1041829,40000000.0,317375435.0
tt1231583,65000000.0,211780824.0
tt0117500,75000000.0,335062621.0
tt1403865,38000000.0,252278285.0
tt0910936,27000000.0,101624843.0
tt0389860,82500000.0,240685326.0
tt1104001,170000000.0,400070496.0
tt0433035,110000000.0,299268508.0
tt0822854,61000000.0,95696996.0
tt0212338,55000000.0,330444045.0
tt0368891,100000000.0,347512318.0
tt2788710,44000000.0,11782625.0
tt1179933,15000000.0,110216998.0
tt0100802,65000000.0,261317921.0
tt0120601,13000000.0,23106795.0
tt0887883,37000000.0,163728902.0
tt0213149,140000000.0,449220945.0
tt0167190,66000000.0,99378985.0
tt0071315,6000000.0,29229859.0
tt1193138,25000000.0,166842739.0
tt0064116,5000000.0,5435312.0
tt3731562,185000000.0,568652812.0
tt0110148,60000000.0,223664608.0
tt0238380,20000000.0,5368217.0
tt1707386,61000000.0,442749679.0
tt7653254,18600000.0,333686.0
tt0053125,3101000.0,149688.0
tt0209163,98000000.0,443284916.0
tt1790809,230000000.0,795922298.0
tt0120667,100000000.0,333535934.0
tt4881806,170000000.0,1310469037.0
tt1306980,8000000.0,41097853.0
tt0125439,42000000.0,363889678.0
tt0163025,93000000.0,368780809.0
tt0359950,90000000.0,188133322.0
tt6857112,20000000.0,256071218.0
tt0116367,19000000.0,25837169.0
tt0884328,18000000.0,57470220.0
tt1037705,80000000.0,157107755.0
tt0094721,15000000.0,74842346.0
tt0112471,2500000.0,5992863.0
tt1591095,1500000.0,100106454.0
tt0970179,150000000.0,185770310.0
tt0399295,50000000.0,72617068.0
tt2322441,40000000.0,569651467.0
tt0386588,70000000.0,371594210.0
tt1951261,103000000.0,362000072.0
tt1645170,65000000.0,179379533.0
tt2771200,160000000.0,1266115964.0
tt0031381,3977000.0,402382193.0
tt0119528,45000000.0,302710615.0
tt0056592,2000000.0,599146.0
tt1638355,75000000.0,110045109.0
tt0119008,35000000.0,124909762.0
tt10366206,100000000.0,440157245.0
tt2109248,210000000.0,1104054072.0
tt4975722,4000000.0,65172611.0
tt0381849,55000000.0,70016220.0
tt0472043,40000000.0,120654337.0
tt0190590,26000000.0,71870729.0
tt1981677,17000000.0,115647737.0
tt0094226,25000000.0,76272360.0
tt0332379,35000000.0,131098967.0
tt3606756,200000000.0,1243225667.0
tt0944835,110000000.0,293503354.0
tt0414387,28000000.0,121616555.0
tt2004420,18000000.0,270665134.0
tt0129387,23000000.0,369884651.0
tt0175880,37000000.0,48453541.0
tt0105323,31000000.0,134095253.0
tt0399201,126000000.0,162949164.0
tt3682448,40000000.0,165478348.0
tt4925292,10000000.0,78987280.0
tt0453467,75000000.0,180557550.0
tt0103776,80000000.0,266940209.0
tt0425210,27000000.0,56308881.0
tt0109040,15000000.0,107217396.0
tt1245526,58000000.0,199006387.0
tt0489099,85000000.0,225132113.0
tt7888964,16000000.0,57510518.0
tt0119177,36000000.0,12533504.0
tt0212720,100000000.0,235926635.0
tt0457939,85000000.0,205891960.0
tt1397280,45000000.0,376152455.0
tt1764651,100000000.0,314975955.0
tt0293662,21000000.0,43928932.0
tt3110958,90000000.0,334897606.0
tt0120201,105000000.0,121214377.0
tt0298203,41000000.0,242875078.0
tt2140479,44000000.0,155560045.0
tt1125849,6000000.0,44734660.0
tt1197624,50000000.0,127944208.0
tt1302011,150000000.0,665692281.0
tt0103644,50000000.0,159814498.0
tt0118880,75000000.0,224012234.0
tt0278504,46000000.0,113758770.0
tt1790885,40000000.0,132820716.0
tt0838283,65000000.0,128110601.0
tt1152836,100000000.0,214104620.0
tt0106977,44000000.0,368875760.0
tt0119822,50000000.0,314178011.0
tt5727208,19000000.0,50023780.0
tt0449467,25000000.0,135330835.0
tt7991608,200000000.0,178143.0
tt1598778,60000000.0,136515867.0
tt1253863,110000000.0,337580051.0
tt1194173,125000000.0,276144750.0
tt15239678,190000000.0,684517808.0
tt0814314,55000000.0,169748929.0
tt0112384,52000000.0,355237933.0
tt5726616,4000000.0,43368603.0
tt0120623,120000000.0,363258859.0
tt0056172,15000000.0,45744187.0
tt0320661,130000000.0,218237071.0
tt1028528,,31126421.0
tt0265666,21000000.0,71442210.0
tt4034228,9000000.0,78988148.0
tt1028532,16000000.0,46749646.0
tt1013752,85000000.0,360405638.0
tt1485796,84000000.0,438550994.0
tt0319343,33000000.0,228936304.0
tt3076658,35000000.0,174178883.0
tt0808151,150000000.0,485930816.0
tt1478338,32500000.0,306442085.0
tt4123430,200000000.0,655755901.0
tt0077651,325000.0,47160342.0
tt1091191,40000000.0,154802912.0
tt0379786,39000000.0,40445129.0
tt9114286,250000000.0,859208836.0
tt2397535,5100000.0,4942449.0
tt4550098,22500000.0,30311857.0
tt0473075,200000000.0,336365676.0
tt2316204,97000000.0,240892187.0
tt2277860,200000000.0,1029266989.0
tt0800039,30000000.0,105833257.0
tt1735898,170000000.0,396592829.0
tt0120669,18500000.0,10680275.0
tt7349950,79000000.0,473123154.0
tt0077631,6000000.0,396271103.0
tt4160708,9900000.0,157761002.0
tt1259571,50000000.0,711048123.0
tt3065204,40000000.0,322811702.0
tt4263482,4000000.0,40423945.0
tt0783233,30000000.0,129266061.0
tt0463985,85000000.0,158968749.0
tt0203009,50000000.0,184934573.0
tt0121164,40000000.0,118133252.0
tt0120611,45000000.0,131211411.0
tt1213663,20000000.0,46091479.0
tt0089218,19000000.0,64527601.0
tt3263904,60000000.0,243870033.0
tt0322259,76000000.0,236353236.0
tt0258000,48000000.0,197079546.0
tt1133985,200000000.0,237201172.0
tt3402236,55000000.0,352794081.0
tt3464902,4000000.0,17581104.0
tt0187078,90000000.0,237202299.0
tt0120812,33000000.0,244721064.0
tt1343727,50000000.0,41037742.0
tt0450385,25000000.0,132963417.0
tt0463854,15000000.0,65048678.0
tt0187393,110000000.0,215294342.0
tt0437086,170000000.0,404980543.0
tt0181875,60000000.0,47387525.0
tt0212985,87000000.0,351692268.0
tt0118884,90000000.0,171120329.0
tt0800320,125000000.0,493214993.0
tt0452623,19000000.0,34612443.0
tt1340138,155000000.0,440603537.0
tt2302755,70000000.0,170270201.0
tt3040964,175000000.0,967724775.0
tt0196229,28000000.0,60780981.0
tt7126948,200000000.0,169601036.0
tt0348150,270000000.0,391081192.0
tt0170016,123000000.0,346654179.0
tt9243946,6000000.0,
tt7349662,15000000.0,93413709.0
tt0097757,40000000.0,211343479.0
tt0289765,78000000.0,209196298.0
tt0107614,25000000.0,441286195.0
tt0099348,22000000.0,424208848.0
tt1817273,15000000.0,47148628.0
tt6139732,183000000.0,1054304000.0
tt0061722,3000000.0,105015318.0
tt1650554,28000000.0,60795985.0
tt0120804,33000000.0,102984862.0
tt1386588,100000000.0,170458922.0
tt0381681,2700000.0,15854926.0
tt0151804,10000000.0,10828256.0
tt0104257,41000000.0,243240178.0
tt0116695,50000000.0,273552592.0
tt2674426,20000000.0,208445075.0
tt0290002,80000000.0,522657936.0
tt0175142,19000000.0,278019771.0
tt0401729,250000000.0,284139100.0
tt0112442,19000000.0,141407024.0
tt0411477,85000000.0,168319243.0
tt0183649,13000000.0,97837138.0
tt0259711,68000000.0,203388341.0
tt0486655,70000000.0,137515140.0
tt0320691,22000000.0,95708457.0
tt0185937,60000.0,248639099.0
tt0257044,80000000.0,181001478.0
tt0338526,160000000.0,300157638.0
tt0053291,2883848.0,200234.0
tt0955308,200000000.0,321669741.0
tt0093870,13000000.0,53427575.0
tt0095765,5000000.0,13020497.0
tt7975244,125000000.0,801693929.0
tt0118749,15000000.0,43117303.0
tt0190332,17000000.0,213978518.0
tt3450958,150000000.0,490719763.0
tt0111503,115000000.0,378882411.0
tt0837562,85000000.0,358375603.0
tt1077368,150000000.0,245527149.0
tt5362988,11000000.0,44202682.0
tt1979376,200000000.0,1073841394.0
tt1922777,3000000.0,82515113.0
tt0070735,5500000.0,156000000.0
tt0195714,23000000.0,112880294.0
tt10838180,190000000.0,157386805.0
tt0803096,160000000.0,439048914.0
tt0286716,137000000.0,245285165.0
tt0075686,4000000.0,38289445.0
tt0215750,68000000.0,96976270.0
tt0368447,60000000.0,256697520.0
tt0486576,130000000.0,301913131.0
tt2024469,50000000.0,222809600.0
tt0432348,4000000.0,147748505.0
tt0093409,15000000.0,120207127.0
tt1375670,80000000.0,271457606.0
tt4046784,61000000.0,312296056.0
tt0083944,15000000.0,125212904.0
tt0221027,53000000.0,83282296.0
tt2381941,50100000.0,159162963.0
tt0059578,600000.0,15000000.0
tt1931533,15000000.0,29347202.0
tt2361509,35000000.0,194764672.0
tt0795421,52000000.0,694665577.0
tt6443346,195000000.0,393452111.0
tt0102057,70000000.0,300854823.0
tt0072890,1800000.0,50001496.0
tt0443272,65000000.0,275293450.0
tt0363547,26000000.0,102280154.0
tt8332922,,297372261.0
tt8228288,,1090116.0
tt0113189,60000000.0,352194034.0
